,Nome,Idade,Cidade,Orgao1,Demanda1,Orgao2,Demanda2
128,Isabella Casa Grande,48,"Rodovia Macedo, 20
Capitão Eduardo
13453-423 Abreu / ES",cinep,Concessão de Incentivo Fiscal a Empresas,funade,Aquisição da Carteira de Passe Livre Intermunicipal
129,Gabriel Rocha,35,"Condomínio Amanda Guerra, 5
Rio Branco
83962-729 Vieira da Praia / SC",cinep,Concessão de Incentivo Fiscal a Empresas,sudema,Licença de Alteração - Divisão de Infraestrutura (DINFRA)
130,Lucca da Rocha,19,"Trecho Sales
Venda Nova
91691350 Nogueira do Oeste / PI",detran,PRIMEIRA HABILITAÇÃO,sudema,Licença por Adesão e Compromisso
131,Isaque Moura,38,"Vereda Sousa, 459
Alta Tensão 2ª Seção
83303-212 Gomes / AL",detran,INDICAÇÃO DE CONDUTOR INFRATOR,funade,Aquisição da Carteira de Passe Livre Intermunicipal
132,Yago Costela,48,"Sítio Brenda Vieira, 4
Liberdade
87203-064 Casa Grande / AC",detran,MUDANÇA DE CATEGORIA - HABILITAÇÃO,detran,PRIMEIRA HABILITAÇÃO
133,Arthur Gabriel Santos,18,"Avenida Lorena Brito, 155
Mangueiras
26226-905 da Cruz de Minas / RO",cbmpb,Análise de Projeto de Segurança contra Incêndio Simplificado,cbmpb,Perícia de Incêndio e Explosão
134,Brayan Cunha,38,"Rodovia Pietra Albuquerque, 22
São Bento
70000118 Silveira / MT",cbmpb,Perícia de Incêndio e Explosão,detran,PRIMEIRA HABILITAÇÃO
135,Sophie Pereira,38,"Via Ana Clara Carvalho, 2
Santa Efigênia
91756430 da Cruz da Prata / RS",cagepa,DESOBSTRUÇÃO DE RAMAL DE ESGOTO,sudema,Licença de Operação para Pesquisa Mineral
136,Maysa Brito,55,"Vale Matheus Sampaio, 5
João Alfredo
09529402 Carvalho do Amparo / DF",sudema,Licença por Adesão e Compromisso,funade,Serviço de Informação ao Cidadão
137,Leonardo Marques,48,"Núcleo Marcos Vinicius Sampaio, 11
Vila São João Batista
54556204 Oliveira / RR",cagepa,LIGAÇÃO DE ÁGUA,cinep,Concessão de Incentivo Fiscal a Empresas
138,Sr. Miguel Silva,18,"Trevo de Sousa, 3
São Jorge 3ª Seção
52199-139 Fogaça do Sul / AC",funade,AQUISIÇÃO DE CARTEIRA DE IDENTIFICAÇÃO DO AUTISTA - CIPTEA,cbmpb,Consulta Técnica: Esclarecimento de Dúvidas para Sua Segurança
139,Rafaela Rezende,53,"Parque de Mendes, 56
Jaraguá
39573-493 Macedo / ES",cbmpb,Análise de Projeto de Segurança contra Incêndio Simplificado,cagepa,ATUALIZAÇÃO CADASTRAL
140,Diogo Sales,44,"Praça Ferreira, 23
Conjunto Taquaril
29273-782 Vasconcelos / RO",funade,Serviço de Informação ao Cidadão,funade,Aquisição da Carteira de Passe Livre Intermunicipal
141,Maria Liz Costa,44,"Ladeira Costa, 309
Alpes
30328961 Cardoso / DF",detran,INDICAÇÃO DE CONDUTOR INFRATOR,funade,Serviço de Informação ao Cidadão
142,Kevin da Rosa,27,"Setor Danilo Costela, 75
Tirol
76318-036 Silveira / BA",cagepa,LIGAÇÃO DE ÁGUA,funade,AQUISIÇÃO DE CARTEIRA DE IDENTIFICAÇÃO DO AUTISTA - CIPTEA
143,Breno Machado,27,"Parque Leão, 2
Juliana
53190974 Costela da Praia / RN",detran,RENOVAÇÃO DA CNH SIMPLES,cagepa,ATUALIZAÇÃO CADASTRAL
144,Alice Campos,50,"Trevo de Aparecida, 31
Santa Terezinha
81705-268 Duarte do Amparo / PA",funade,AQUISIÇÃO DE CARTEIRA DE IDENTIFICAÇÃO DO AUTISTA - CIPTEA,sudema,Licença por Adesão e Compromisso
145,Benício Ribeiro,33,"Estação de Abreu, 4
Castelo
81587010 Pinto da Prata / PR",sudema,Licença de Alteração - Divisão de Infraestrutura (DINFRA),cbmpb,Perícia de Incêndio e Explosão
146,Vinicius Ramos,21,"Rua de Azevedo, 78
Carmo
66983552 Silva Paulista / AL",detran,RENOVAÇÃO DA CNH SIMPLES,detran,PRIMEIRA HABILITAÇÃO
147,Otávio Mendonça,18,"Fazenda Siqueira, 6
Granja Werneck
71012946 Nunes / AL",detran,INDICAÇÃO DE CONDUTOR INFRATOR,cagepa,DESOBSTRUÇÃO DE RAMAL DE ESGOTO
148,Srta. Emanuelly Farias,29,"Morro de Rios, 51
Concórdia
99554-258 Vieira da Prata / AC",sudema,Licença de Alteração - Divisão de Infraestrutura (DINFRA),detran,PRIMEIRA HABILITAÇÃO
149,Bruno Ramos,22,"Rodovia Vitor Sousa, 195
Nova Cintra
77236-523 Monteiro / PE",detran,RENOVAÇÃO DA CNH SIMPLES,funade,AQUISIÇÃO DE CARTEIRA DE IDENTIFICAÇÃO DO AUTISTA - CIPTEA
150,Cauê Freitas,27,"Setor Jade Peixoto, 66
Vila Aeroporto
95323-065 Cirino / PE",detran,PRIMEIRA HABILITAÇÃO,cbmpb,Socorro de Emergências
151,Nathan Cirino,44,"Viela de Santos, 97
Antonio Ribeiro De Abreu 1ª Seção
07798542 Farias / SC",cagepa,LIGAÇÃO DE ÁGUA,funade,AQUISIÇÃO DE CARTEIRA DE IDENTIFICAÇÃO DO AUTISTA - CIPTEA
152,Isabela Nascimento,22,"Campo de Cavalcanti, 937
Nova Vista
50090-124 Vasconcelos de Nunes / RR",funade,Aquisição da Carteira de Passe Livre Intermunicipal,sudema,Licença de Operação para Pesquisa Mineral
153,Raul Barros,27,"Estação Pereira, 3
Nova Floresta
53486-238 Vargas da Serra / RS",funade,Serviço de Informação ao Cidadão,sudema,Licença de Alteração - Divisão de Infraestrutura (DINFRA)
154,Dr. Renan Ferreira,38,"Trecho de da Cruz, 493
Taquaril
64978-185 Freitas / MA",cagepa,SEGUNDA VIA DE CONTA DE ÁGUA E ESGOTO,detran,RENOVAÇÃO DA CNH SIMPLES
155,Daniela Duarte,39,"Colônia Joaquim Pacheco, 47
Vila Madre Gertrudes 3ª Seção
09120431 Brito Verde / AL",funade,Serviço de Informação ao Cidadão,funade,Serviço Especializado em Triagem e Diagnóstico
156,Sra. Cecilia da Rocha,46,"Vila Marina Sales, 14
Horto Florestal
86072817 Alves / ES",funade,AQUISIÇÃO DE CARTEIRA DE IDENTIFICAÇÃO DO AUTISTA - CIPTEA,cinep,Concessão de Incentivo Locacional a Empresas
157,Lívia Alves,42,"Lagoa de Dias, 16
Marieta 1ª Seção
90419-631 Viana da Praia / DF",funade,Aquisição da Carteira de Passe Livre Intermunicipal,funade,Serviço Especializado em Triagem e Diagnóstico
158,Diogo Sousa,22,"Sítio Farias, 325
Juliana
09290-139 Pacheco / RR",sudema,Licença por Adesão e Compromisso,detran,PRIMEIRA HABILITAÇÃO
159,Bianca Farias,27,"Chácara de Albuquerque, 1
Comiteco
27529-953 Ribeiro / RO",detran,PRIMEIRA HABILITAÇÃO,cbmpb,Socorro de Emergências
160,Anthony Azevedo,41,"Fazenda Daniel Ramos
Jardim Atlântico
60395229 Sales / AM",funade,Serviço de Informação ao Cidadão,cbmpb,Perícia de Incêndio e Explosão
161,Pedro Teixeira,31,"Lago Larissa Martins, 314
Pindura Saia
37311371 Machado Paulista / RR",funade,Serviço de Informação ao Cidadão,cbmpb,Perícia de Incêndio e Explosão
162,Benicio Ribeiro,20,"Avenida Dom Jesus, 33
São João Batista
05467781 Sousa / CE",detran,MUDANÇA DE CATEGORIA - HABILITAÇÃO,detran,PRIMEIRA HABILITAÇÃO
163,Aurora da Cruz,27,"Sítio Jade Fonseca, 74
Vila Aeroporto
50120714 Farias das Flores / RO",funade,AQUISIÇÃO DE CARTEIRA DE IDENTIFICAÇÃO DO AUTISTA - CIPTEA,cagepa,SEGUNDA VIA DE CONTA DE ÁGUA E ESGOTO
164,Gustavo Fernandes,18,"Morro de Nunes, 33
Maria Helena
96807932 Pastor / AM",funade,Serviço de Informação ao Cidadão,cagepa,SEGUNDA VIA DE CONTA DE ÁGUA E ESGOTO
165,Sr. Valentim Aragão,37,"Praça de da Mata, 63
Marieta 2ª Seção
09724-098 Rodrigues de Santos / AL",cagepa,DESOBSTRUÇÃO DE RAMAL DE ESGOTO,cagepa,ATUALIZAÇÃO CADASTRAL
166,Isabela Silveira,64,"Recanto Vargas, 3
Alta Tensão 2ª Seção
61278120 Martins / AC",sudema,Licença de Operação para Pesquisa Mineral,funade,AQUISIÇÃO DE CARTEIRA DE IDENTIFICAÇÃO DO AUTISTA - CIPTEA
167,Alice Ferreira,58,"Setor Isis Ramos, 97
Santa Inês
52812622 Fernandes do Oeste / AC",cinep,Concessão de Incentivo Fiscal a Empresas,sudema,Licença de Alteração - Divisão de Infraestrutura (DINFRA)
168,Henry da Rosa,42,"Aeroporto da Costa, 298
João Paulo Ii
93708466 da Rosa da Serra / TO",sudema,Licença de Alteração - Divisão de Infraestrutura (DINFRA),cagepa,DESOBSTRUÇÃO DE RAMAL DE ESGOTO
169,Dr. Matheus Silva,27,"Largo Raquel Câmara, 8
Vila Nova
10086918 Nascimento Grande / MS",cinep,Concessão de Incentivo Locacional a Empresas,detran,RENOVAÇÃO DA CNH SIMPLES
170,Alice Cirino,37,"Condomínio Miguel Cunha
Vila De Sá
72886-191 Aragão de Pimenta / CE",cinep,Concessão de Incentivo Fiscal a Empresas,sudema,Licença de Alteração - Divisão de Infraestrutura (DINFRA)
171,Maysa da Cunha,43,"Área Monteiro, 81
Boa Viagem
21567914 Araújo do Campo / PA",cagepa,DESOBSTRUÇÃO DE RAMAL DE ESGOTO,cagepa,LIGAÇÃO DE ÁGUA
172,José Pedro da Paz,35,"Área Isabela Aragão, 7
Vila Madre Gertrudes 4ª Seção
16705111 Rocha / DF",cinep,Concessão de Incentivo Fiscal a Empresas,sudema,Licença por Adesão e Compromisso
173,Dra. Isadora Brito,32,"Setor de Almeida, 29
Vila Cemig
02188590 Vieira / AM",cinep,Concessão de Incentivo Fiscal a Empresas,cagepa,DESOBSTRUÇÃO DE RAMAL DE ESGOTO
174,Larissa Andrade,48,"Morro Pedro Miguel Silveira, 15
Dom Bosco
17310-525 Vargas / PB",cbmpb,Perícia de Incêndio e Explosão,sudema,Licença de Operação para Pesquisa Mineral
175,Dra. Sofia Ferreira,28,"Pátio de Farias, 62
Etelvina Carneiro
20073937 Rocha Alegre / RN",cinep,Concessão de Incentivo Fiscal a Empresas,funade,AQUISIÇÃO DE CARTEIRA DE IDENTIFICAÇÃO DO AUTISTA - CIPTEA
176,Sr. Nathan da Mata,29,"Quadra de Campos, 58
Lindéia
97641762 Moreira do Galho / MA",detran,MUDANÇA DE CATEGORIA - HABILITAÇÃO,funade,AQUISIÇÃO DE CARTEIRA DE IDENTIFICAÇÃO DO AUTISTA - CIPTEA
177,Pietro Guerra,18,"Praia Joana Carvalho, 21
Coqueiros
85635830 Jesus do Oeste / TO",funade,Aquisição da Carteira de Passe Livre Intermunicipal,sudema,Licença de Alteração - Divisão de Infraestrutura (DINFRA)
178,Henrique Mendes,46,"Área Cavalcante, 19
Milionario
18351-361 Dias / RS",funade,AQUISIÇÃO DE CARTEIRA DE IDENTIFICAÇÃO DO AUTISTA - CIPTEA,sudema,Licença por Adesão e Compromisso
179,Dr. Anthony Moura,29,"Feira Julia Fernandes, 681
Cônego Pinheiro 1ª Seção
03362-996 Fernandes / PE",detran,PRIMEIRA HABILITAÇÃO,cagepa,SEGUNDA VIA DE CONTA DE ÁGUA E ESGOTO
180,Srta. Catarina da Mata,41,"Jardim de Aragão, 82
Vila Jardim São José
83342830 Fernandes / DF",funade,Aquisição da Carteira de Passe Livre Intermunicipal,cinep,Concessão de Incentivo Fiscal a Empresas
181,Fernanda Câmara,52,"Passarela Maysa Marques, 41
Coqueiros
38898924 Rezende do Sul / AM",cbmpb,Análise de Projeto de Segurança contra Incêndio Simplificado,sudema,Licença de Alteração - Divisão de Infraestrutura (DINFRA)
182,Sara Cirino,26,"Estação de Cassiano, 699
Solimoes
37240143 Vieira de Goiás / BA",cagepa,DESOBSTRUÇÃO DE RAMAL DE ESGOTO,funade,Aquisição da Carteira de Passe Livre Intermunicipal
183,Vitória Borges,31,"Sítio Barros, 88
Calafate
98556119 da Rosa de Marques / PR",cinep,Concessão de Incentivo Locacional a Empresas,sudema,Licença de Operação para Pesquisa Mineral
184,Pietra Campos,44,"Área Nogueira, 3
Lagoinha Leblon
53083-253 Mendonça / RJ",sudema,Licença de Alteração - Divisão de Infraestrutura (DINFRA),detran,PRIMEIRA HABILITAÇÃO
185,Srta. Giovanna da Paz,30,"Conjunto Enrico Cavalcanti, 8
Tupi B
28271464 Rezende do Sul / ES",sudema,Licença de Alteração - Divisão de Infraestrutura (DINFRA),funade,Serviço Especializado em Triagem e Diagnóstico
186,Pedro Henrique Peixoto,43,"Ladeira de Carvalho
Vista Do Sol
18053976 Pimenta / PR",funade,AQUISIÇÃO DE CARTEIRA DE IDENTIFICAÇÃO DO AUTISTA - CIPTEA,funade,Serviço Especializado em Triagem e Diagnóstico
187,Lucca Moura,37,"Morro Mathias Caldeira
Cinquentenário
86654-330 Costela / AL",sudema,Licença por Adesão e Compromisso,sudema,Licença de Operação para Pesquisa Mineral
188,Dra. Maria Sophia da Rocha,35,"Praça de Lima
São José
16566-199 Cavalcante dos Dourados / RN",detran,PRIMEIRA HABILITAÇÃO,sudema,Licença de Operação para Pesquisa Mineral
189,Léo da Rosa,20,"Fazenda Casa Grande, 817
Colégio Batista
17784054 Pimenta / RJ",cagepa,ATUALIZAÇÃO CADASTRAL,detran,INDICAÇÃO DE CONDUTOR INFRATOR
190,Sara Pacheco,34,"Vereda Levi Nunes, 20
Eymard
69741090 Moura de Garcia / RR",funade,Aquisição da Carteira de Passe Livre Intermunicipal,cagepa,DESOBSTRUÇÃO DE RAMAL DE ESGOTO
191,Manuela Pacheco,21,"Feira Enzo Cavalcanti, 42
Mangabeiras
23237158 Rocha / SE",cagepa,LIGAÇÃO DE ÁGUA,sudema,Licença de Alteração - Divisão de Infraestrutura (DINFRA)
192,Rebeca Pereira,36,"Quadra de Silveira, 6
Unidas
99810-795 Pinto das Flores / PI",funade,Serviço de Informação ao Cidadão,funade,Serviço Especializado em Triagem e Diagnóstico
193,Alice Pereira,32,"Conjunto de Martins, 328
Camponesa 1ª Seção
55265-133 da Mota / GO",funade,Aquisição da Carteira de Passe Livre Intermunicipal,cagepa,ATUALIZAÇÃO CADASTRAL
194,Antônio Barros,33,"Ladeira de Rios, 466
Vila São Gabriel Jacui
68610954 Rocha da Serra / PI",funade,Serviço Especializado em Triagem e Diagnóstico,cinep,Concessão de Incentivo Fiscal a Empresas
195,Alexia Sousa,35,"Residencial Mendes, 9
Suzana
71994087 Pimenta / GO",detran,MUDANÇA DE CATEGORIA - HABILITAÇÃO,cagepa,LIGAÇÃO DE ÁGUA
196,Marcos Vinicius das Neves,24,"Largo Leonardo da Paz
São José
40461367 Cirino de Cassiano / MG",cagepa,ATUALIZAÇÃO CADASTRAL,detran,MUDANÇA DE CATEGORIA - HABILITAÇÃO
197,Paulo Cassiano,33,"Sítio Gabriela Cirino, 55
São Jorge 3ª Seção
91634-896 Vasconcelos / PR",detran,RENOVAÇÃO DA CNH SIMPLES,cbmpb,Análise de Projeto de Segurança contra Incêndio Simplificado
198,Nicolas Ferreira,37,"Chácara Yuri Jesus, 415
Marçola
35358-033 Silva Verde / SC",detran,INDICAÇÃO DE CONDUTOR INFRATOR,cinep,Concessão de Incentivo Locacional a Empresas
199,Dr. Théo Pimenta,27,"Lagoa Souza, 24
Atila De Paiva
24554-003 da Cunha / RS",cbmpb,Socorro de Emergências,funade,Serviço Especializado em Triagem e Diagnóstico
200,Ana Cecília Pinto,26,"Estação Borges, 281
Itaipu
28718-843 Freitas / TO",sudema,Licença por Adesão e Compromisso,cbmpb,Socorro de Emergências
201,Milena Novais,22,"Trevo Novaes, 45
Etelvina Carneiro
29997-630 Pires / RJ",cagepa,SEGUNDA VIA DE CONTA DE ÁGUA E ESGOTO,sudema,Licença de Alteração - Divisão de Infraestrutura (DINFRA)
202,Benjamim da Cunha,39,"Lago Silva, 5
São Francisco Das Chagas
24086339 Mendonça de Cunha / AC",cinep,Concessão de Incentivo Fiscal a Empresas,cbmpb,Socorro de Emergências
203,Luiz Otávio Pereira,32,"Distrito Rios, 233
Conjunto Califórnia I
00753-891 Sá / PA",cbmpb,Perícia de Incêndio e Explosão,cbmpb,Análise de Projeto de Segurança contra Incêndio Simplificado
204,Luiz Miguel Fonseca,49,"Colônia Vitor Gabriel Sampaio, 28
Paulo Vi
53543272 Marques de Monteiro / AL",cbmpb,Análise de Projeto de Segurança contra Incêndio Simplificado,sudema,Licença de Alteração - Divisão de Infraestrutura (DINFRA)
205,Srta. Anna Liz Castro,37,"Via Teixeira, 93
Saudade
87989-299 Monteiro / RN",funade,Serviço de Informação ao Cidadão,sudema,Licença por Adesão e Compromisso
206,Samuel Vargas,35,"Residencial de das Neves, 6
Vila Batik
87816-586 da Cruz de Cunha / AC",cinep,Concessão de Incentivo Locacional a Empresas,detran,INDICAÇÃO DE CONDUTOR INFRATOR
207,Guilherme Araújo,42,"Setor de Moraes, 216
Palmares
16250-501 Sales do Campo / RR",cinep,Concessão de Incentivo Fiscal a Empresas,sudema,Licença por Adesão e Compromisso
208,Gabriela da Paz,41,"Travessa Nunes, 34
Engenho Nogueira
25867438 Sales do Norte / SC",cinep,Concessão de Incentivo Locacional a Empresas,sudema,Licença de Operação para Pesquisa Mineral
209,Kaique Castro,30,"Vale Pinto, 46
Ápia
20732095 Marques / MA",detran,PRIMEIRA HABILITAÇÃO,detran,RENOVAÇÃO DA CNH SIMPLES
210,Murilo Freitas,48,"Núcleo de Macedo, 183
Vila Dos Anjos
50867-650 das Neves da Mata / SE",funade,Aquisição da Carteira de Passe Livre Intermunicipal,cbmpb,Socorro de Emergências
211,Luiz Otávio Leão,35,"Largo Maria Cecília das Neves, 509
Vila Inestan
95559-354 Fonseca / PA",cbmpb,Socorro de Emergências,cagepa,ATUALIZAÇÃO CADASTRAL
212,Marina Sales,61,"Setor Macedo
Santa Terezinha
10813618 Sales / RO",cagepa,ATUALIZAÇÃO CADASTRAL,funade,AQUISIÇÃO DE CARTEIRA DE IDENTIFICAÇÃO DO AUTISTA - CIPTEA
213,Isadora Moraes,30,"Setor da Mota, 5
Teixeira Dias
44800059 Silva / PA",sudema,Licença de Operação para Pesquisa Mineral,detran,MUDANÇA DE CATEGORIA - HABILITAÇÃO
214,Luiz Henrique Fernandes,18,"Chácara Farias, 815
Minas Brasil
48304659 Azevedo do Oeste / TO",cinep,Concessão de Incentivo Fiscal a Empresas,detran,RENOVAÇÃO DA CNH SIMPLES
215,Asafe Aparecida,30,"Pátio Fonseca
Santa Maria
80750082 Carvalho da Serra / TO",detran,MUDANÇA DE CATEGORIA - HABILITAÇÃO,cinep,Concessão de Incentivo Locacional a Empresas
216,Dr. Henry Abreu,39,"Recanto de Fonseca, 405
Conjunto Califórnia I
33347756 Gonçalves de Siqueira / RR",cagepa,DESOBSTRUÇÃO DE RAMAL DE ESGOTO,funade,AQUISIÇÃO DE CARTEIRA DE IDENTIFICAÇÃO DO AUTISTA - CIPTEA
217,Dante Monteiro,27,"Viela da Rosa, 1
Confisco
20446598 Cavalcante Alegre / AP",funade,AQUISIÇÃO DE CARTEIRA DE IDENTIFICAÇÃO DO AUTISTA - CIPTEA,sudema,Licença de Alteração - Divisão de Infraestrutura (DINFRA)
218,Melina Fernandes,37,"Fazenda de Pires, 90
João Alfredo
28028476 Borges da Praia / SE",cagepa,ATUALIZAÇÃO CADASTRAL,funade,Serviço de Informação ao Cidadão
219,Pedro Henrique Farias,41,"Vila Cardoso, 61
Inconfidência
45109-572 Cirino / RN",detran,MUDANÇA DE CATEGORIA - HABILITAÇÃO,cinep,Concessão de Incentivo Fiscal a Empresas
220,Maria Fernanda Borges,24,"Rodovia Macedo, 885
Novo Aarão Reis
26332-104 Sampaio / RR",cbmpb,Análise de Projeto de Segurança contra Incêndio Simplificado,cbmpb,Consulta Técnica: Esclarecimento de Dúvidas para Sua Segurança
221,Mirella Siqueira,31,"Viela Eloá Cavalcante, 6
Satelite
25537197 da Costa / AC",funade,Serviço Especializado em Triagem e Diagnóstico,cinep,Concessão de Incentivo Locacional a Empresas
222,Bryan da Mata,28,"Campo de Alves, 7
Bandeirantes
51661635 Almeida / AP",cinep,Concessão de Incentivo Fiscal a Empresas,detran,MUDANÇA DE CATEGORIA - HABILITAÇÃO
223,Sofia Alves,39,"Estação Guilherme Gonçalves, 8
Caetano Furquim
17909-214 Rios dos Dourados / RO",sudema,Licença de Operação para Pesquisa Mineral,detran,MUDANÇA DE CATEGORIA - HABILITAÇÃO
224,Alexia Garcia,36,"Trecho Teixeira
Engenho Nogueira
97709563 Silveira Verde / PA",detran,PRIMEIRA HABILITAÇÃO,sudema,Licença de Alteração - Divisão de Infraestrutura (DINFRA)
225,Anthony Rodrigues,43,"Sítio de da Rocha, 6
Vila Ouro Minas
80458569 Ribeiro / SE",funade,Aquisição da Carteira de Passe Livre Intermunicipal,cagepa,DESOBSTRUÇÃO DE RAMAL DE ESGOTO
226,Ana Clara Vieira,30,"Condomínio de Caldeira, 937
Vila Suzana Primeira Seção
62641-244 da Mata / DF",cbmpb,Socorro de Emergências,cagepa,ATUALIZAÇÃO CADASTRAL
227,Caroline Lopes,22,"Largo de Casa Grande, 470
Jardim Leblon
55107-399 Aragão das Flores / PB",cagepa,DESOBSTRUÇÃO DE RAMAL DE ESGOTO,cagepa,SEGUNDA VIA DE CONTA DE ÁGUA E ESGOTO
228,Emanuelly Pacheco,39,"Campo Costela, 19
São Pedro
91883-868 Moura de Albuquerque / SC",cagepa,SEGUNDA VIA DE CONTA DE ÁGUA E ESGOTO,detran,INDICAÇÃO DE CONDUTOR INFRATOR
229,Larissa Freitas,43,"Lagoa de Garcia, 95
Cinquentenário
68452-264 Viana da Praia / AL",cinep,Concessão de Incentivo Locacional a Empresas,funade,AQUISIÇÃO DE CARTEIRA DE IDENTIFICAÇÃO DO AUTISTA - CIPTEA
230,Danilo Farias,35,"Chácara Nogueira
Ademar Maldonado
46658-739 da Rosa do Amparo / MA",cagepa,LIGAÇÃO DE ÁGUA,sudema,Licença de Operação para Pesquisa Mineral
231,Maya Oliveira,43,"Via Apollo Almeida, 25
Vila União
45482544 Guerra de Garcia / PR",cagepa,SEGUNDA VIA DE CONTA DE ÁGUA E ESGOTO,funade,AQUISIÇÃO DE CARTEIRA DE IDENTIFICAÇÃO DO AUTISTA - CIPTEA
232,Dra. Maria Marques,25,"Loteamento de Brito, 6
Jardim Vitoria
12729-332 Fernandes Alegre / MA",cagepa,LIGAÇÃO DE ÁGUA,funade,Serviço de Informação ao Cidadão
233,Gabriel Novaes,21,"Viaduto Maria Pereira, 50
Confisco
24276-633 Araújo de Costela / AC",funade,AQUISIÇÃO DE CARTEIRA DE IDENTIFICAÇÃO DO AUTISTA - CIPTEA,detran,RENOVAÇÃO DA CNH SIMPLES
234,Anthony Cardoso,47,"Aeroporto de Fogaça, 12
Vista Do Sol
42317-933 Borges / SE",cbmpb,Socorro de Emergências,cagepa,ATUALIZAÇÃO CADASTRAL
235,Dom Carvalho,30,"Estrada Anthony Gabriel Pinto, 34
Santa Sofia
17631-560 Rocha Alegre / RO",detran,INDICAÇÃO DE CONDUTOR INFRATOR,cbmpb,Perícia de Incêndio e Explosão
236,Mariah Brito,30,"Rua Santos, 715
Cachoeirinha
83864274 das Neves / AM",cagepa,LIGAÇÃO DE ÁGUA,sudema,Licença de Operação para Pesquisa Mineral
237,Otávio Oliveira,39,"Lago Camargo, 495
Santo Agostinho
90471328 Ferreira do Galho / MA",cagepa,ATUALIZAÇÃO CADASTRAL,cbmpb,Análise de Projeto de Segurança contra Incêndio Simplificado
238,Luiz Fernando Cardoso,49,"Praia Heloísa Vargas, 26
Minas Brasil
14488-980 Mendonça da Serra / SC",cbmpb,Consulta Técnica: Esclarecimento de Dúvidas para Sua Segurança,detran,MUDANÇA DE CATEGORIA - HABILITAÇÃO
239,Dr. Thales da Paz,45,"Residencial da Cunha, 47
Liberdade
94496574 Pinto do Sul / RN",cinep,Concessão de Incentivo Locacional a Empresas,cagepa,ATUALIZAÇÃO CADASTRAL
240,Anna Liz Garcia,23,"Largo de Costa
Nova America
62681826 Costa / GO",cagepa,DESOBSTRUÇÃO DE RAMAL DE ESGOTO,cbmpb,Análise de Projeto de Segurança contra Incêndio Simplificado
241,Yuri Dias,41,"Lago da Luz, 4
Monsenhor Messias
51110-080 Azevedo Grande / AC",sudema,Licença por Adesão e Compromisso,cagepa,SEGUNDA VIA DE CONTA DE ÁGUA E ESGOTO
242,Sr. Brayan Correia,59,"Rodovia Azevedo, 35
Flavio Marques Lisboa
09241-759 da Rosa / RN",detran,RENOVAÇÃO DA CNH SIMPLES,cinep,Concessão de Incentivo Locacional a Empresas
